concept_id,notice_no,route_id,route_name,notice_group,notice_name,concept_no,concept_keyword,public_title,recommended_rank,public_summary,primary_objective,field_situation,unknown_factor,complication,record_target,failure_condition,follow_up,public_notice_text
concept_017_06,17,solver,해결사,잔향의 룬 대응,룬 격리,6,룬 묻은 의식 도구,룬 격리 – 룬 묻은 의식 도구,중급~상급,"룬 묻은 의식 도구 사안이 접수되었다. 연맹은 이를 룬 격리 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 남은 장소나 물건을 격리하고 접근을 통제한다.,"현장에서는 룬 묻은 의식 도구와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 격리 – 룬 묻은 의식 도구] 룬 묻은 의식 도구 사안이 접수되었다. 연맹은 이를 룬 격리 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 남은 장소나 물건을 격리하고 접근을 통제한다는 것이다. 현장에서는 룬 묻은 의식 도구와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_017_07,17,solver,해결사,잔향의 룬 대응,룬 격리,7,사용자를 고르는 장비,룬 격리 – 사용자를 고르는 장비,중급~상급,"사용자를 고르는 장비 사안이 접수되었다. 연맹은 이를 룬 격리 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 남은 장소나 물건을 격리하고 접근을 통제한다.,"현장에서는 사용자를 고르는 장비와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 격리 – 사용자를 고르는 장비] 사용자를 고르는 장비 사안이 접수되었다. 연맹은 이를 룬 격리 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 남은 장소나 물건을 격리하고 접근을 통제한다는 것이다. 현장에서는 사용자를 고르는 장비와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_01,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,1,자정마다 바뀌는 방,룬 재현성 검증 – 자정마다 바뀌는 방,중급~상급,"자정마다 바뀌는 방 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 자정마다 바뀌는 방와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 자정마다 바뀌는 방] 자정마다 바뀌는 방 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 자정마다 바뀌는 방와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_02,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,2,밟으면 전이되는 문양,룬 재현성 검증 – 밟으면 전이되는 문양,중급~상급,"밟으면 전이되는 문양 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 밟으면 전이되는 문양와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 밟으면 전이되는 문양] 밟으면 전이되는 문양 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 밟으면 전이되는 문양와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_03,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,3,세 번 반복된 실종,룬 재현성 검증 – 세 번 반복된 실종,중급~상급,"세 번 반복된 실종 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 세 번 반복된 실종와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 세 번 반복된 실종] 세 번 반복된 실종 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 세 번 반복된 실종와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_04,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,4,같은 공포를 재생하는 방,룬 재현성 검증 – 같은 공포를 재생하는 방,중급~상급,"같은 공포를 재생하는 방 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 같은 공포를 재생하는 방와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 같은 공포를 재생하는 방] 같은 공포를 재생하는 방 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 같은 공포를 재생하는 방와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_05,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,5,문을 열 때마다 달라지는 복도,룬 재현성 검증 – 문을 열 때마다 달라지는 복도,중급~상급,"문을 열 때마다 달라지는 복도 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 문을 열 때마다 달라지는 복도와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 문을 열 때마다 달라지는 복도] 문을 열 때마다 달라지는 복도 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 문을 열 때마다 달라지는 복도와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_06,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,6,룬 조건 실험,룬 재현성 검증 – 룬 조건 실험,중급~상급,"룬 조건 실험 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 룬 조건 실험와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 룬 조건 실험] 룬 조건 실험 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 룬 조건 실험와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_018_07,18,solver,해결사,잔향의 룬 대응,룬 재현성 검증,7,던전 구조 재현 현상,룬 재현성 검증 – 던전 구조 재현 현상,중급~상급,"던전 구조 재현 현상 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬이 특정 조건에서 현상을 반복하는지 검증한다.,"현장에서는 던전 구조 재현 현상와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 재현성 검증 – 던전 구조 재현 현상] 던전 구조 재현 현상 사안이 접수되었다. 연맹은 이를 룬 재현성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬이 특정 조건에서 현상을 반복하는지 검증한다는 것이다. 현장에서는 던전 구조 재현 현상와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_01,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,1,피부에 고정된 문양,개체형 룬 관찰 – 피부에 고정된 문양,중급~상급,"피부에 고정된 문양 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 피부에 고정된 문양와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 피부에 고정된 문양] 피부에 고정된 문양 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 피부에 고정된 문양와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_02,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,2,전투 중 빛나는 흉터,개체형 룬 관찰 – 전투 중 빛나는 흉터,중급~상급,"전투 중 빛나는 흉터 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 전투 중 빛나는 흉터와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 전투 중 빛나는 흉터] 전투 중 빛나는 흉터 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 전투 중 빛나는 흉터와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_03,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,3,무기와 연결된 룬,개체형 룬 관찰 – 무기와 연결된 룬,중급~상급,"무기와 연결된 룬 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 무기와 연결된 룬와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 무기와 연결된 룬] 무기와 연결된 룬 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 무기와 연결된 룬와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_04,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,4,침식 단계별 룬 변화,개체형 룬 관찰 – 침식 단계별 룬 변화,중급~상급,"침식 단계별 룬 변화 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 침식 단계별 룬 변화와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 침식 단계별 룬 변화] 침식 단계별 룬 변화 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 침식 단계별 룬 변화와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_05,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,5,진보 개체 공통 표식,개체형 룬 관찰 – 진보 개체 공통 표식,중급~상급,"진보 개체 공통 표식 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 진보 개체 공통 표식와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 진보 개체 공통 표식] 진보 개체 공통 표식 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 진보 개체 공통 표식와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_06,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,6,룬이 움직이는 피부,개체형 룬 관찰 – 룬이 움직이는 피부,중급~상급,"룬이 움직이는 피부 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 룬이 움직이는 피부와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 룬이 움직이는 피부] 룬이 움직이는 피부 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 룬이 움직이는 피부와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_019_07,19,solver,해결사,잔향의 룬 대응,개체형 룬 관찰,7,사망 후 남는 룬 흔적,개체형 룬 관찰 – 사망 후 남는 룬 흔적,중급~상급,"사망 후 남는 룬 흔적 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",개체에 고정된 룬의 반응과 변화 양상을 관찰한다.,"현장에서는 사망 후 남는 룬 흔적와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[개체형 룬 관찰 – 사망 후 남는 룬 흔적] 사망 후 남는 룬 흔적 사안이 접수되었다. 연맹은 이를 개체형 룬 관찰 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 개체에 고정된 룬의 반응과 변화 양상을 관찰한다는 것이다. 현장에서는 사망 후 남는 룬 흔적와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_020_01,20,solver,해결사,잔향의 룬 대응,룬 악용 차단,1,침식 강화 룬진,룬 악용 차단 – 침식 강화 룬진,중급~상급,"침식 강화 룬진 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬을 이용한 금기 실험과 위험 확산을 차단한다.,"현장에서는 침식 강화 룬진와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 악용 차단 – 침식 강화 룬진] 침식 강화 룬진 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬을 이용한 금기 실험과 위험 확산을 차단한다는 것이다. 현장에서는 침식 강화 룬진와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_020_02,20,solver,해결사,잔향의 룬 대응,룬 악용 차단,2,준던전화 실험실,룬 악용 차단 – 준던전화 실험실,중급~상급,"준던전화 실험실 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬을 이용한 금기 실험과 위험 확산을 차단한다.,"현장에서는 준던전화 실험실와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 악용 차단 – 준던전화 실험실] 준던전화 실험실 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬을 이용한 금기 실험과 위험 확산을 차단한다는 것이다. 현장에서는 준던전화 실험실와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_020_03,20,solver,해결사,잔향의 룬 대응,룬 악용 차단,3,룬 배열 완성 저지,룬 악용 차단 – 룬 배열 완성 저지,중급~상급,"룬 배열 완성 저지 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬을 이용한 금기 실험과 위험 확산을 차단한다.,"현장에서는 룬 배열 완성 저지와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 악용 차단 – 룬 배열 완성 저지] 룬 배열 완성 저지 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬을 이용한 금기 실험과 위험 확산을 차단한다는 것이다. 현장에서는 룬 배열 완성 저지와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_020_04,20,solver,해결사,잔향의 룬 대응,룬 악용 차단,4,금기 연구소 급습,룬 악용 차단 – 금기 연구소 급습,중급~상급,"금기 연구소 급습 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",룬을 이용한 금기 실험과 위험 확산을 차단한다.,"현장에서는 금기 연구소 급습와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","룬이 자연 발생한 흔적인지, 반복 발현을 유도하는 장치인지 확인해야 한다.",룬이 남은 물건이나 장소를 소유물 또는 가호로 여기는 이들이 접근 통제에 반발한다.,"룬 탁본, 발현 조건, 주변 잔향 농도, 관련 물품 목록.",룬이 재발현되거나 민간 접근을 막지 못해 반복 피해가 발생한다.,인위적 배열이 확인되면 재앙 대응 또는 준던전화 구역 봉쇄로 확장한다.,"[룬 악용 차단 – 금기 연구소 급습] 금기 연구소 급습 사안이 접수되었다. 연맹은 이를 룬 악용 차단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 룬을 이용한 금기 실험과 위험 확산을 차단한다는 것이다. 현장에서는 금기 연구소 급습와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
